time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-12-20T04:55:42.418Z,59.8338,-152.8873,93.4,2.1,ml,,,,0.63,ak,ak20523583,2018-12-20T05:07:03.962Z,"59km W of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-12-20T04:55:12.390Z,61.6635,-150.0997,6.6,1.3,ml,,,,0.68,ak,ak20523582,2018-12-20T05:07:04.285Z,"9km SSW of Willow, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-12-20T04:52:21.620Z,36.8611667,-121.5878333,5.46,2.68,md,59,35,0.005023,0.1,nc,nc73124531,2018-12-20T21:02:37.629Z,"5km WNW of San Juan Bautista, CA",earthquake,0.16,0.37,0.173,73,reviewed,nc,nc
2018-12-20T04:49:54.130Z,33.5151667,-116.7891667,2.79,0.31,ml,15,72,0.009751,0.11,ci,ci38400272,2018-12-20T14:26:36.222Z,"11km NE of Aguanga, CA",earthquake,0.22,0.33,0.084,6,reviewed,ci,ci
2018-12-20T04:35:57.017Z,69.36,-143.8603,0,1.9,ml,,,,0.96,ak,ak20523578,2018-12-20T04:49:38.597Z,"86km S of Kaktovik, Alaska",earthquake,,2.2,,,automatic,ak,ak
2018-12-20T04:15:56.958Z,57.6319,-156.4905,99.3,2.3,ml,,,,0.79,ak,ak20523569,2018-12-20T04:24:33.051Z,"118km S of King Salmon, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-12-20T04:15:21.000Z,36.5646667,-121.1653333,2.88,0.87,md,8,140,0.01389,0.03,nc,nc73124526,2018-12-20T18:19:02.903Z,"4km NNW of Pinnacles, CA",earthquake,0.35,0.3,0.265,7,reviewed,nc,nc
2018-12-20T04:00:37.530Z,-21.2086,-175.6911,117.21,4.8,mb,,85,5.815,0.86,us,us2000iv82,2018-12-20T04:16:57.040Z,"49km W of Havelu, Tonga",earthquake,11.4,8.1,0.101,30,reviewed,us,us
2018-12-20T03:59:20.228Z,63.4381,-147.5371,8.3,1.7,ml,,,,0.63,ak,ak20523564,2018-12-20T04:04:28.319Z,"70km E of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-20T03:59:14.859Z,38.3544,-118.9157,6.8,1.3,ml,13,64.81,0.339,0.1418,nn,nn00670914,2018-12-20T18:33:46.662Z,"29km ENE of Bridgeport, California",earthquake,,2.6,0.01,2,reviewed,nn,nn
2018-12-20T03:58:48.940Z,18.8351,-67.0766,56,2.56,md,7,324,0.5854,0.21,pr,pr2018354005,2018-12-20T07:09:01.830Z,"37km N of Isabela, Puerto Rico",earthquake,2.16,3.56,0.13,5,reviewed,pr,pr
2018-12-20T03:53:25.510Z,17.9223,-66.7298,13,1.76,md,4,235,0.1726,0.23,pr,pr2018354004,2018-12-20T07:08:48.475Z,"8km S of Tallaboa, Puerto Rico",earthquake,2.02,1.23,0.21,3,reviewed,pr,pr
2018-12-20T03:53:15.960Z,33.4948333,-116.7931667,3.96,0.59,ml,19,66,0.01849,0.09,ci,ci38400264,2018-12-20T14:26:39.186Z,"9km NE of Aguanga, CA",earthquake,0.16,0.29,0.124,18,reviewed,ci,ci
2018-12-20T03:52:27.210Z,52.072,-176.1153333,6.7,0.39,ml,4,119,0.03964,0.12,av,av61867706,2018-12-20T20:26:57.440Z,"42km ENE of Adak, Alaska",earthquake,0.53,1.16,0.062,3,reviewed,av,av
2018-12-20T03:51:34.070Z,47.8735,-123.3035,42.86,1.54,ml,14,81,,0.19,uw,uw61507577,2018-12-20T17:17:55.870Z,"26km S of Port Angeles East, Washington",earthquake,0.7,1.18,0.117624583111359,8,reviewed,uw,uw
2018-12-20T03:46:32.894Z,61.4058,-150.0883,15.5,2,ml,,,,0.57,ak,ak20523555,2018-12-20T04:00:06.905Z,"14km SSW of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-12-20T03:44:04.275Z,62.9929,-152.4229,8.6,1.6,ml,,,,0.43,ak,ak20523554,2018-12-20T03:51:24.905Z,"140km WNW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-20T03:35:50.566Z,61.3837,-150.0837,45.5,1.3,ml,,,,0.26,ak,ak20523547,2018-12-20T03:38:19.326Z,"16km SSW of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-12-20T03:34:41.449Z,64.7738,-151.04,12.9,1.6,ml,,,,0.62,ak,ak20523543,2018-12-20T03:42:41.472Z,"31km SW of Manley Hot Springs, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-12-20T03:33:16.186Z,61.4143,-150.0628,40.9,1.6,ml,,,,0.22,ak,ak20523541,2018-12-20T03:38:18.958Z,"13km SSW of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-12-20T03:33:00.906Z,64.5176,-151.5007,10.4,1.6,ml,,,,0.63,ak,ak20523540,2018-12-20T03:45:52.441Z,"67km SW of Manley Hot Springs, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-12-20T03:28:28.329Z,61.3677,-150.1014,42.2,1.6,ml,,,,0.43,ak,ak20523539,2018-12-20T03:38:19.627Z,"18km SSW of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-12-20T03:26:13.940Z,51.7251667,-177.0665,16.69,0.32,ml,4,294,0.1117,0.1,av,av61867691,2018-12-20T20:24:50.240Z,"33km WSW of Adak, Alaska",earthquake,3.57,3.09,0.06,3,reviewed,av,av
2018-12-20T03:21:20.530Z,36.8506667,-112.3201667,5.95,1.5,md,5,176,0.4225,0.12,uu,uu60307627,2018-12-20T18:57:05.710Z,"21km ESE of Fredonia, Arizona",earthquake,1.26,31.61,0.188,3,reviewed,uu,uu
2018-12-20T03:17:55.410Z,44.7323333,-111.0995,12.81,1.37,ml,14,71,0.06403,0.14,uu,uu60307622,2018-12-20T18:46:15.860Z,"7km N of West Yellowstone, Montana",earthquake,0.39,0.79,0.251,2,reviewed,uu,uu
2018-12-20T03:17:55.320Z,44.7356667,-111.1018333,13.64,1.36,ml,13,73,0.06059,0.11,uu,uu60307617,2018-12-20T17:42:30.540Z,"8km N of West Yellowstone, Montana",earthquake,0.51,1.04,0.25,2,reviewed,uu,uu
2018-12-20T03:16:22.840Z,33.7885,-116.91,11.46,0.74,ml,32,119,0.1018,0.14,ci,ci38400248,2018-12-20T15:37:40.122Z,"4km E of San Jacinto, CA",earthquake,0.29,0.41,0.083,12,reviewed,ci,ci
2018-12-20T03:14:37.950Z,33.1316667,-116.6501667,2.85,0.97,ml,49,24,0.06712,0.18,ci,ci38400240,2018-12-20T15:31:19.926Z,"7km NW of Julian, CA",earthquake,0.15,0.23,0.137,27,reviewed,ci,ci
2018-12-20T03:12:08.219Z,62.6438,-150.974,91.6,1.5,ml,,,,0.53,ak,ak20523535,2018-12-20T03:16:13.031Z,"57km NW of Talkeetna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-12-20T03:05:39.324Z,61.5051,-149.9297,39.8,1.5,ml,,,,0.71,ak,ak20523534,2018-12-20T03:09:31.436Z,"2km SE of Big Lake, Alaska",earthquake,,1,,,automatic,ak,ak
2018-12-20T03:03:44.900Z,-16.0457,-73.2908,78.72,4.3,mb,,143,3.645,0.95,us,us2000iv7y,2018-12-20T03:20:51.040Z,"88km NW of Camana, Peru",earthquake,9.2,11.8,0.189,8,reviewed,us,us
2018-12-20T02:59:36.350Z,39.7476667,-110.9023333,-3.46,1.26,md,8,159,0.09426,0.17,uu,uu60307612,2018-12-20T18:39:33.300Z,"8km NNW of Helper, Utah",earthquake,0.62,1.34,0.137,6,reviewed,uu,uu
2018-12-20T02:49:49.482Z,40.552,-119.6058,0,1.9,ml,6,248.26,0.63,0.1234,nn,nn00670911,2018-12-20T18:24:28.362Z,"19km W of Gerlach-Empire, Nevada",earthquake,,0,0.17,3,reviewed,nn,nn
2018-12-20T02:48:28.335Z,61.4993,-149.9248,40.4,1.7,ml,,,,0.74,ak,ak20523531,2018-12-20T02:53:18.105Z,"2km SSE of Big Lake, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-12-20T02:45:04.871Z,61.2849,-149.9417,44.8,1.6,ml,,,,0.71,ak,ak20523530,2018-12-20T02:47:56.394Z,"7km NNW of Anchorage, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-12-20T02:26:01.881Z,61.5165,-149.9428,39.1,1.5,ml,,,,0.59,ak,ak20523526,2018-12-20T02:38:44.381Z,"0km SE of Big Lake, Alaska",earthquake,,2,,,automatic,ak,ak
2018-12-20T02:25:43.869Z,39.414,-119.9866,9.1,0.3,ml,10,109.21,0.127,0.1023,nn,nn00670910,2018-12-20T18:15:11.340Z,"11km S of Verdi, Nevada",earthquake,,2.9,0.28,4,reviewed,nn,nn
2018-12-20T02:12:11.360Z,40.5418,-119.6463,8.3,2.5,ml,12,137.8,0.613,0.3272,nn,nn00670905,2018-12-20T03:45:03.508Z,"23km W of Gerlach-Empire, Nevada",earthquake,,5.4,0.28,6,reviewed,nn,nn
2018-12-20T02:06:36.440Z,38.5094986,-122.7363358,4.09,1.74,md,7,154,0.1324,0.05,nc,nc73124511,2018-12-20T04:15:04.211Z,"1km ESE of Larkfield-Wikiup, CA",earthquake,0.83,4.45,0.26,5,automatic,nc,nc
2018-12-20T02:06:24.031Z,51.5205,-178.1052,42.8,1.8,ml,,,,0.43,ak,ak20523516,2018-12-20T19:30:27.305Z,"40km S of Tanaga Volcano, Alaska",earthquake,,4,,,reviewed,ak,ak
2018-12-20T02:04:50.810Z,17.9106,-66.7171,18,1.93,md,5,243,0.2145,0.14,pr,pr2018354003,2018-12-20T04:29:33.936Z,"9km S of Tallaboa, Puerto Rico",earthquake,1.15,0.66,0.65,5,reviewed,pr,pr
2018-12-20T02:04:26.760Z,-12.7229,169.9375,651.96,5.1,mb,,71,3.79,0.67,us,us2000iv7p,2018-12-20T02:19:55.040Z,"288km ENE of Sola, Vanuatu",earthquake,13.3,10.7,0.083,47,reviewed,us,us
2018-12-20T02:04:09.050Z,38.8398323,-122.8366699,1.16,0.55,md,11,121,0.001547,0.02,nc,nc73124501,2018-12-20T02:05:48.753Z,"10km NW of The Geysers, CA",earthquake,0.33,0.47,,1,automatic,nc,nc
2018-12-20T02:02:34.879Z,61.4805,-150.036,34.1,1.5,ml,,,,0.42,ak,ak20523512,2018-12-20T02:09:07.655Z,"6km SW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-12-20T01:59:23.600Z,38.8353348,-122.7851639,1.84,0.8,md,10,96,0.005078,0.01,nc,nc73124496,2018-12-20T02:18:03.241Z,"6km WNW of Cobb, CA",earthquake,0.41,0.42,0.05,2,automatic,nc,nc
2018-12-20T01:59:11.959Z,62.9406,-151.3073,117.6,2,ml,,,,0.52,ak,ak20523515,2018-12-20T02:12:18.605Z,"92km NW of Talkeetna, Alaska",earthquake,,2.6,,,automatic,ak,ak
2018-12-20T01:46:32.363Z,61.4995,-150.0036,42.8,1.5,ml,,,,0.63,ak,ak20523509,2018-12-20T01:49:43.298Z,"3km SW of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-12-20T01:35:07.220Z,18.6345,-66.7098,61,2.56,md,4,280,0.2912,0.31,pr,pr2018354002,2018-12-20T04:28:29.528Z,"17km N of Arecibo, Puerto Rico",earthquake,2.61,1.85,0.24,3,reviewed,pr,pr
2018-12-20T01:30:34.190Z,33.0358333,-116.4286667,10.1,0.84,ml,31,88,0.1435,0.15,ci,ci38400232,2018-12-20T14:26:55.119Z,"17km ESE of Julian, CA",earthquake,0.28,0.55,0.15,17,reviewed,ci,ci
2018-12-20T01:17:08.796Z,61.3885,-150.1194,31.3,2.1,ml,,,,0.76,ak,ak20523506,2018-12-20T01:21:57.805Z,"17km SSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-20T00:55:01.790Z,34.7275,-116.2981667,5.63,1.18,ml,12,81,0.1061,0.09,ci,ci38400208,2018-12-20T01:09:21.698Z,"13km W of Ludlow, CA",earthquake,0.21,0.87,0.211,15,reviewed,ci,ci
2018-12-20T00:44:01.620Z,18.4481,-64.226,58,3.43,md,5,349,1.6514,0.31,pr,pr2018354001,2018-12-20T04:27:34.960Z,"41km E of Road Town, British Virgin Islands",earthquake,7.51,12.68,0.06,4,reviewed,pr,pr
2018-12-20T00:43:53.230Z,63.5593,-147.8455,1.6,2.7,ml,,,,1.02,ak,ak20523495,2018-12-20T00:56:32.530Z,"58km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-20T00:41:48.230Z,19.3315,-155.2115,6.34,2.09,ml,48,74,0.04223,0.1,hv,hv70738856,2018-12-20T02:49:40.280Z,"11km SSE of Volcano, Hawaii",earthquake,0.24,0.41,0.155,26,reviewed,hv,hv
2018-12-20T00:38:56.966Z,63.8324,-149.1682,115.9,1.7,ml,,,,0.3,ak,ak20523491,2018-12-20T00:49:09.985Z,"10km WSW of Healy, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-12-20T00:38:21.445Z,63.065,-150.3903,78.5,1.6,ml,,,,0.91,ak,ak20523490,2018-12-20T00:50:50.943Z,"81km WSW of Cantwell, Alaska",earthquake,,1.8,,,automatic,ak,ak
2018-12-20T00:30:48.710Z,18.0588,-66.7978,12,1.35,md,5,156,0.1922,0.58,pr,pr2018354000,2018-12-20T04:25:59.336Z,"4km N of Guayanilla, Puerto Rico",earthquake,1.77,3.12,0.1,4,reviewed,pr,pr
2018-12-20T00:23:03.907Z,61.4764,-149.9065,32.8,2,ml,,,,0.57,ak,ak20523487,2018-12-20T00:34:25.299Z,"5km SSE of Big Lake, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-12-20T00:06:34.327Z,64.9366,-147.3002,4.6,1.4,ml,,,,0.66,ak,ak20523482,2018-12-20T00:11:11.255Z,"18km NE of Badger, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-12-19T23:39:32.540Z,34.8515,-118.79,-1.17,1.16,ml,11,72,0.07563,0.16,ci,ci38400152,2018-12-20T17:53:55.870Z,"7km E of Lebec, CA",quarry blast,0.4,31.61,0.12,6,reviewed,ci,ci
2018-12-19T23:37:56.580Z,38.7663345,-122.8993301,4.89,1.6,md,18,219,0.04481,0.03,nc,nc73124471,2018-12-20T02:27:03.686Z,"11km ESE of Cloverdale, CA",earthquake,0.67,0.92,0.02,5,automatic,nc,nc
2018-12-19T23:37:20.140Z,17.9145,-66.7303,13,2.06,md,5,239,0.2203,0.33,pr,pr2018353017,2018-12-20T04:24:43.112Z,"9km S of Tallaboa, Puerto Rico",earthquake,2.5,1.58,0.15,3,reviewed,pr,pr
2018-12-19T23:36:38.920Z,33.4645,-116.5878333,10.64,1.73,ml,66,56,0.03243,0.17,ci,ci38400144,2018-12-20T00:00:41.350Z,"13km SE of Anza, CA",earthquake,0.15,0.26,0.147,26,reviewed,ci,ci
2018-12-19T23:36:28.480Z,17.9206,-66.7303,13,2.28,md,4,237,0.2159,0.15,pr,pr2018353016,2018-12-20T04:23:29.512Z,"8km S of Tallaboa, Puerto Rico",earthquake,1.33,0.84,0.07,3,reviewed,pr,pr
2018-12-19T23:35:30.400Z,45.6586666666667,-120.304666666667,-0.7,1.93,ml,12,189,,0.24,uw,uw61507572,2018-12-20T17:42:27.480Z,"38km ENE of Moro, Oregon",explosion,1.41,31.61,0.100916469785959,11,reviewed,uw,uw
2018-12-19T23:30:09.024Z,61.4074,-150.024,34.3,1.5,ml,,,,0.38,ak,ak20523421,2018-12-19T23:37:43.470Z,"13km SSW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-12-19T23:26:53.600Z,38.7598343,-122.9066696,5.51,1.8,md,23,125,0.05348,0.05,nc,nc73124461,2018-12-20T00:52:03.596Z,"11km ESE of Cloverdale, CA",earthquake,0.5,0.84,0.01,4,automatic,nc,nc
2018-12-19T23:22:31.990Z,19.4636667,-154.8825,4.08,2.18,ml,27,180,0.03482,0.14,hv,hv70738746,2018-12-20T01:01:44.560Z,"3km E of Leilani Estates, Hawaii",earthquake,0.6,0.93,0.141,9,reviewed,hv,hv
2018-12-19T23:19:57.704Z,61.3739,-150.1331,18.2,2.9,ml,,,,0.97,ak,ak20523416,2018-12-19T23:28:31.036Z,"18km SSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-19T23:12:36.890Z,46.4615,-122.359833333333,22.86,0.37,md,7,320,,0.08,uw,uw61507567,2018-12-20T17:57:21.000Z,"12km SSW of Morton, Washington",earthquake,0.92,0.85,0.00350306106691445,3,reviewed,uw,uw
2018-12-19T23:11:25.416Z,61.4004,-150.1052,39,1.7,ml,,,,0.76,ak,ak20523414,2018-12-19T23:17:57.956Z,"15km SSW of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-12-19T23:07:49.166Z,61.3641,-150.0844,34.9,2.5,ml,,,,0.85,ak,ak20523401,2018-12-19T23:15:46.930Z,"18km SSW of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-12-19T23:01:53.870Z,33.8493333,-117.4893333,-0.63,1.16,ml,26,86,0.04872,0.23,ci,ci38400088,2018-12-19T23:31:15.072Z,"4km SE of Home Gardens, CA",quarry blast,0.5,31.61,0.141,19,reviewed,ci,ci
2018-12-19T23:01:04.480Z,36.1285,-117.8695,3.31,0.06,ml,9,240,0.1217,0.08,ci,ci38400096,2018-12-19T23:25:57.500Z,"12km NE of Coso Junction, CA",earthquake,0.33,0.78,0.042,3,reviewed,ci,ci
2018-12-19T22:56:59.680Z,46.8948333,-112.5031667,9.21,1.37,ml,12,108,0.121,0.12,mb,mb80329304,2018-12-20T15:59:29.540Z,"15km ESE of Lincoln, Montana",earthquake,0.49,0.62,0.052,2,reviewed,mb,mb
2018-12-19T22:52:22.757Z,61.3882,-150.0841,38.6,1.5,ml,,,,0.73,ak,ak20523397,2018-12-19T22:58:31.964Z,"16km SSW of Big Lake, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-12-19T22:49:44.540Z,36.6875,-121.3166656,4.7,1.88,md,16,146,0.0765,0.03,nc,nc73124456,2018-12-20T00:00:03.105Z,"11km S of Tres Pinos, CA",earthquake,0.38,1.86,0.14,14,automatic,nc,nc
2018-12-19T22:38:00.540Z,6.6536,126.2956,75.9,4.6,mb,,112,0.822,0.73,us,us2000iv65,2018-12-20T12:14:39.614Z,"21km E of Tibanbang, Philippines",earthquake,9.4,6.1,0.092,35,reviewed,us,us
2018-12-19T22:36:02.640Z,33.5293333,-116.5738333,14.48,0.63,ml,22,84,0.03964,0.11,ci,ci38400072,2018-12-19T22:45:05.814Z,"10km ESE of Anza, CA",earthquake,0.22,0.33,0.167,11,reviewed,ci,ci
2018-12-19T22:35:30.594Z,61.475,-149.9768,44,1.4,ml,,,,0.24,ak,ak20523337,2018-12-19T22:40:57.445Z,"5km SSW of Big Lake, Alaska",earthquake,,1,,,automatic,ak,ak
2018-12-19T22:30:38.457Z,61.4972,-149.9323,38.2,1.6,ml,,,,0.32,ak,ak20523335,2018-12-19T22:36:35.914Z,"2km SSE of Big Lake, Alaska",earthquake,,1.3,,,automatic,ak,ak
2018-12-19T22:27:27.950Z,17.9208,-66.7168,17,2.09,md,8,239,0.1646,0.14,pr,pr2018353015,2018-12-20T03:20:12.983Z,"8km S of Tallaboa, Puerto Rico",earthquake,0.73,1.14,0.28,6,reviewed,pr,pr
2018-12-19T22:23:45.706Z,61.2808,-149.9556,40,1.7,ml,,,,0.51,ak,ak20523332,2018-12-19T22:30:44.090Z,"7km NNW of Anchorage, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-12-19T22:10:12.960Z,33.5366667,-116.7145,2.48,1.12,ml,35,33,0.03441,0.16,ci,ci38400032,2018-12-20T20:44:57.640Z,"4km WSW of Anza, CA",earthquake,0.19,0.23,0.215,29,reviewed,ci,ci
2018-12-19T22:07:48.930Z,49.3325,-120.597166666667,-0.23,2.18,ml,8,221,,0.51,uw,uw61507557,2018-12-20T18:23:13.890Z,"15km SSW of Princeton, Canada",explosion,6.02,31.61,0.186623633019388,6,reviewed,uw,uw
2018-12-19T22:04:36.633Z,61.3989,-150.0944,33.3,1.9,ml,,,,0.58,ak,ak20523326,2018-12-19T22:09:08.350Z,"15km SSW of Big Lake, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-12-19T21:59:01.001Z,61.4832,-149.9122,34,1.6,ml,,,,0.69,ak,ak20523320,2018-12-19T22:10:49.285Z,"4km SSE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-12-19T21:56:29.841Z,61.3921,-149.9917,34.4,1.7,ml,,,,0.69,ak,ak20523318,2018-12-19T22:09:08.634Z,"14km S of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
